index,SMILES,InChIKey,pSat_Pa,ChemPot_kJmol,FreeEnergy_kJmol,HeatOfVap_kJmol,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,parentspecies,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester
88,C(=O)(N(=O)(=O))C(=O)C(O)C(=O)C(=O)(OO),PRNWPFDHLXKCGV-UHFFFAOYSA-N,0.547502669,21.73780464,-2427019.721886,81.8863192,220.98078067600002,18,5,9,1,2,53.0,15.0,toluene,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0
89,C(=O)(N(=O)(=O))C(=O)C(ON(=O)(=O))(C(OO))OC(=O),JPSVSWXRMNMVKY-UHFFFAOYSA-N,0.07564045900000001,18.024755680000002,-2967342.50776096,87.32192096,267.981508948,22,5,11,2,1,142.0,39.0,toluene,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
90,C(=O)(N(=O)(=O))C(=O)C(ON(=O)(=O))C(=O)C(O)(C)C(=O)(OO),VODOQLBRIQGROU-UHFFFAOYSA-N,0.0314800216,16.968630400000002,-3368353.03432336,97.50192768000001,309.992073632,27,7,12,2,2,180.0,35.0,toluene,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0
92,C(=O)(N(=O)(=O))C(=O)C(OO),CAHLSOONXGPDRH-UHFFFAOYSA-N,54.230000000000004,19.614633840000003,-1633986.1496673601,59.08929312,148.99603681600001,13,3,6,1,1,8.0,7.0,toluene,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
93,C(=O)(N(=O)(=O))C(=O)C(OO)(C(O))OC(=O),GTYOYJZJEMMVSZ-UHFFFAOYSA-N,0.003755733170000001,16.74863568,-2430194.4883676,97.10051472,222.99643074000002,20,5,9,1,2,274.0,40.0,toluene,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
94,C(=O)(N(=O)(=O))C(=O)C(OO)(C(O))OC(=O)C(=O),VLRPDOVFXGRXIO-UHFFFAOYSA-N,0.00205143118,18.949001279999997,-2727855.25442144,101.92805576,250.99134536000003,22,6,10,1,2,316.0,40.0,toluene,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0
96,C(=O)(N(=O)(=O))C(=O)C(OO)(C(ON(=O)(=O)))OC(=O),RGUUHCSXDREYPE-UHFFFAOYSA-N,0.0540665428,16.675666720000002,-2967352.9869236797,89.23149856,267.981508948,22,5,11,2,1,160.0,40.0,toluene,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
97,C(=O)(N(=O)(=O))C(=O)C(OO)(C(ON(=O)(=O)))OC(=O)C(=O),XEPUPMVAVQKHEI-UHFFFAOYSA-N,0.020901099399999998,17.15268456,-3265013.02374816,94.04150864,295.976423568,24,6,12,2,1,205.0,40.0,toluene,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0
98,C(=O)(N(=O)(=O))C(=O)C(OO)(C(OO))C(=O),WFQZTRIPELUEBE-UHFFFAOYSA-N,0.0241175049,18.68235496,-2429912.9993076,90.65334728,222.99643074000002,20,5,9,1,2,224.0,40.0,toluene,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0
99,C(=O)(N(=O)(=O))C(=O)C(OO)(C(OO))OC(=O),OEILZVSGTUMGED-UHFFFAOYSA-N,0.010855153999999999,17.41121392,-2627567.57791064,93.72231128,238.99134536000003,21,5,10,1,2,319.0,40.0,toluene,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0
100,C(=O)(N(=O)(=O))C(=O)C(OO)(C(OO))OC(=O)C(=O),YJJNBOVSZNDJJQ-UHFFFAOYSA-N,0.00319984376,17.8941312,-2925226.1393312,99.08402360000001,266.98625998000006,23,6,11,1,2,342.0,40.0,toluene,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0,0
101,C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(=O),BHBNWNSTDBKRJD-UHFFFAOYSA-N,3.1530000000000005,17.1182084,-2034945.45863056,68.72391544,191.00660150000002,18,5,7,1,1,34.0,20.0,toluene,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
102,C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(=O)(OO),HRPDVNYDJFVCQA-UHFFFAOYSA-N,0.0194512648,17.63602024,-2430004.4971534405,89.06054032,222.99643074000002,20,5,9,1,2,57.0,13.0,toluene,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
103,C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(=O)(OON(=O)(=O)),BEGJPUCXVWRVNU-UHFFFAOYSA-N,7.2620000000000005,13.99054288,-2967174.30230008,69.95907408000001,267.981508948,22,5,11,2,1,57.0,34.0,toluene,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
104,C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(=O)C(=O)C(=O),WHGIGOQECAMEMU-UHFFFAOYSA-N,0.4733252929999999,17.501713839999997,-2630277.000498,77.23894120000001,246.99643074000002,22,7,9,1,1,93.0,40.0,toluene,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0
105,C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(=O)OOC(=O),XGVLXDQFRPUPLZ-UHFFFAOYSA-N,0.6466307769999999,17.60903344,-2727716.2405612003,77.72097984,250.99134536000003,22,6,10,1,1,100.0,40.0,toluene,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0
106,C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(O)C(=O)(OON(=O)(=O)),KPOWXACYUARBTE-UHFFFAOYSA-N,0.0351593757,13.58536432,-3268060.1618703203,90.91982624,297.992073632,26,6,12,2,2,262.0,40.0,toluene,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
107,C(=O)(N(=O)(=O))C(=O)C(OO)(C)C(O)C(=O)C(=O),YUSVNLNZEIDFOZ-UHFFFAOYSA-N,0.022479268599999998,15.015622879999999,-2633491.01905008,97.03817312,249.01208080400002,24,7,9,1,2,248.0,40.0,toluene,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0
108,C(=O)(N(=O)(=O))C(=O)C(OO)(C)OC(=O),WZEUCPWIFWEZHT-UHFFFAOYSA-N,0.32726368699999997,16.38864432,-2232603.0128944,79.92377216,207.00151612000002,19,5,8,1,1,51.0,37.0,toluene,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
109,C(=O)(N(=O)(=O))C(=O)C(OO)(C)OC(=O)C(=O),UHBBDMAUBQPSPD-UHFFFAOYSA-N,0.132843565,16.29705656,-2530265.41372072,84.79503600000001,234.99643074000002,21,6,9,1,1,56.0,40.0,toluene,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
110,C(=O)(N(=O)(=O))C(=O)C(OO)(C)OC(=O)C(=O)(OO),ZTOLVYBFGKPMJH-UHFFFAOYSA-N,0.000705642018,16.84043264,-2925325.8217923203,110.51688728000002,266.98625998000006,23,6,11,1,2,116.0,40.0,toluene,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
111,C(=O)(N(=O)(=O))C(=O)C(OO)(C)OC(=O)C(=O)(OON(=O)(=O)),WWOLOQAAUFLOBS-UHFFFAOYSA-N,0.32364544300000003,16.5412348,-3462493.15808608,87.14167424000001,311.971338188,25,6,13,2,1,81.0,40.0,toluene,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
112,C(=O)(N(=O)(=O))C(=O)C(OO)(C)OOC(=O),LFOSAYQCFNXYTM-UHFFFAOYSA-N,0.7610694490000001,16.849135360000002,-2429983.4390396,78.77015968,222.99643074000002,20,5,9,1,1,98.0,40.0,toluene,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
113,C(=O)(N(=O)(=O))C(=O)C(OO)(C)OOC(=O)C(=O),OTYAJXXBVLTERR-UHFFFAOYSA-N,0.10933421800000001,18.35997776,-2727638.40782672,86.83155615999999,250.99134536000003,22,6,10,1,1,101.0,29.0,toluene,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0
114,C(=O)(N(=O)(=O))C(=O)C(OO)(C1(O))OOC1C(=O),COSPVJVXPYQLKC-UHFFFAOYSA-N,0.00443217315,14.09928504,-2727614.23271656,97.0211024,250.99134536000003,22,6,10,1,2,138.0,40.0,toluene,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
115,C(=O)(N(=O)(=O))C(=O)C(OO)C(=O),FAFHUNCOZIDWMR-UHFFFAOYSA-N,7.837999999999999,20.17164976,-1931658.85275688,66.20100528,176.99095143600002,15,4,7,1,1,26.0,18.0,toluene,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
116,C(=O)(N(=O)(=O))C(=O)C(OO)C(=O)(O),HSLHRRPPMICUQM-UHFFFAOYSA-N,0.0896672426,21.24317216,-2129367.5739935203,84.91645568,192.98586605600002,16,4,8,1,2,70.0,20.0,toluene,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
117,C(=O)(N(=O)(=O))C(=O)C(OO)C(=O)(OO),ADABUBQCOIDCCJ-UHFFFAOYSA-N,0.114350233,21.823660320000002,-2326716.62700048,85.57899208,208.98078067600002,17,4,9,1,2,69.0,32.0,toluene,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
118,C(=O)(N(=O)(=O))C(=O)C(OO)C(=O)C(O)(C)C(=O)(O),FYJHBAPDHQPXCI-UHFFFAOYSA-N,0.000477210686,15.5431416,-2831209.3041994404,111.37632272,265.006995424,25,7,10,1,3,335.0,17.0,toluene,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0
119,C(=O)(N(=O)(=O))C(=O)C(OO)C(=O)C(O)(C)C(=O)(OO),VCJDVSUDDNTPBX-UHFFFAOYSA-N,0.000788953475,17.43811704,-3028561.4417767203,109.13784088000001,281.001910044,26,7,11,1,3,312.0,13.0,toluene,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0
120,C(=O)(N(=O)(=O))C(=O)C(OO)C(=O)C(O)(C)C(=O)(OON(=O)(=O)),ATDJRQBJQGHLQB-UHFFFAOYSA-N,0.07710723,16.847001520000003,-3565733.5829342403,88.99146248000001,325.98698825199995,28,7,13,2,2,334.0,40.0,toluene,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,0
121,C(=O)(N(=O)(=O))C(=O)C(OO)C(=O)C(OO),SOIVNXRSRAGDIF-UHFFFAOYSA-N,0.120590249,20.75151032,-2429931.2368615204,86.27855688,222.99643074000002,20,5,9,1,2,205.0,40.0,toluene,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0
122,C(=O)(N(=O)(=O))C(=O)C(OO)C(ON(=O)(=O)),VITLZKPAOZAMEE-UHFFFAOYSA-N,2.335,16.26224568,-2472030.3099741596,72.96929472,223.99167970800002,19,4,9,2,1,61.0,40.0,toluene,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
123,C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O),SEENSOLMJNQVPH-UHFFFAOYSA-N,2.682,17.94864872,-2129315.04132128,71.63476608,192.98586605600002,16,4,8,1,1,64.0,40.0,toluene,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
124,C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(=O),JFEWPHGFAMHFIJ-UHFFFAOYSA-N,1.8269999999999997,19.147783120000003,-2426973.74357528,74.94050264,220.98078067600002,18,5,9,1,1,67.0,40.0,toluene,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
125,C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(=O)(OO),QLSWIGGQJFZSGB-UHFFFAOYSA-N,0.00446167659,19.218618239999998,-2822036.08716528,101.84387368000002,252.97060991600003,20,5,11,1,2,120.0,40.0,toluene,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
126,C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(=O)(OON(=O)(=O)),XQYRGHPHYYUQNY-UHFFFAOYSA-N,2.2800000000000002,18.06534048,-3359203.09635392,78.24301752000001,297.955688124,22,5,13,2,1,72.0,40.0,toluene,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
127,C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(=O)C(ON(=O)(=O)),BXJXWJACZRFVHN-UHFFFAOYSA-N,0.0608543059,19.43681384,-3265038.7861424005,91.23266392,295.976423568,24,6,12,2,1,179.0,40.0,toluene,0,0,0,0,2,0,1,0,1,1,0,0,0,1,0,0
128,C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(=O)C(OO),AMLILBUYTAGAOR-UHFFFAOYSA-N,0.00115398648,19.090922560000003,-2925242.4899848,105.20182656,266.98625998000006,23,6,11,1,2,380.0,40.0,toluene,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0
129,C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(ON(=O)(=O)),JBZJHMNDEPHYRZ-UHFFFAOYSA-N,0.29172574100000004,19.319871040000002,-2967372.12960232,84.13036576,267.981508948,22,5,11,2,1,132.0,40.0,toluene,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
130,C(=O)(N(=O)(=O))C(=O)C(OO)OC(=O)C(OO),KGQKCFDYAOHRRD-UHFFFAOYSA-N,0.040788279100000005,17.86722808,-2627578.69279032,91.73888608000001,238.99134536000003,21,5,10,1,2,213.0,40.0,toluene,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0
131,C(=O)(N(=O)(=O))C(=O)C(OO)OOC(=O),JAPXHIPGAUJULY-UHFFFAOYSA-N,2.93,18.62185432,-2326691.9775502402,68.13351120000002,208.98078067600002,17,4,9,1,1,66.0,40.0,toluene,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
132,C(=O)(N(=O)(=O))C(=O)C1(C(=O)(O))OOC(C1(O))C(=O),CULNUZFWSMKWNP-UHFFFAOYSA-N,5.56428829e-06,14.847886320000002,-2827998.84995512,124.26450712,262.99134536,23,7,10,1,2,130.0,40.0,toluene,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
133,C(=O)(N(=O)(=O))C(=O)C1(C(=O))OOC(C1(O))C(=O),BYDKQZIVOVENGP-UHFFFAOYSA-N,0.0038274336600000003,20.48515688,-2630293.6821896797,97.23954904,246.99643074000002,22,7,9,1,1,63.0,40.0,toluene,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0
134,C(=O)(N(=O)(=O))C(=O)C1(C(O))OOC(C1(=O))C(=O),NNMNOLWOEFWPKL-UHFFFAOYSA-N,0.840814619,18.506166720000003,-2630324.1194508,78.72242024,246.99643074000002,22,7,9,1,1,68.0,40.0,toluene,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0
135,C(=O)(N(=O)(=O))C(=O)C1(C(O))OOC(C1(O))C(=O),DGZMIOSLCAPFNE-UHFFFAOYSA-N,5.57333316e-05,10.54878448,-2633509.4344240003,115.15125304,249.01208080400002,24,7,9,1,2,162.0,40.0,toluene,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0
136,C(=O)(N(=O)(=O))C(=O)C1(C(ON(=O)(=O)))OOC(C1(=O))C(=O),CIBQWVAROFYJST-UHFFFAOYSA-N,10.355999999999998,17.82953024,-3167481.99274992,69.24741752,291.981508948,24,7,11,2,0,29.0,29.0,toluene,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0
137,C(=O)(N(=O)(=O))C(=O)C1(C(ON(=O)(=O)))OOC(C1(O))C(=O),ZCAYNCFIVVANFC-UHFFFAOYSA-N,0.00103664125,13.62469392,-3170661.9345048005,102.28273344,293.997159012,26,7,11,2,1,125.0,40.0,toluene,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0
138,C(=O)(N(=O)(=O))C(=O)C1(C(OO))OOC(C1(=O))C(=O),KXTLFHRLEMQVMV-UHFFFAOYSA-N,0.06994903329999999,20.900502560000003,-2827699.4986041603,87.43149992,262.99134536,23,7,10,1,1,103.0,40.0,toluene,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0
139,C(=O)(N(=O)(=O))C(=O)C1(C(OO))OOC(C1(O))C(=O),RPKGTCOETAMCQV-UHFFFAOYSA-N,0.000178080526,11.42257104,-2830878.25139176,109.1419412,265.006995424,25,7,10,1,2,255.0,40.0,toluene,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
140,C(=O)(N(=O)(=O))C(=O)C1(C)OC1(OO)C(=O),VPXQMMODEKMWRS-UHFFFAOYSA-N,0.669856833,15.975599840000001,-2332561.9077145597,77.03091271999999,219.00151612000002,20,6,8,1,1,30.0,21.0,toluene,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
141,C(=O)(N(=O)(=O))C(=O)C1(C)OOC(C1(=O))C(=O),XKAOMDXWMIBSSN-UHFFFAOYSA-N,7.91,18.499848880000002,-2432724.7752543204,67.11805439999999,231.00151612000002,21,7,8,1,0,10.0,10.0,toluene,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0
142,C(=O)(N(=O)(=O))C(=O)C1(C)OOC(C1(=O))C(=O)(O),PDAKFANQBRYFNH-UHFFFAOYSA-N,0.09424184660000001,16.6577592,-2630431.8105481598,89.22530624000001,246.99643074000002,22,7,9,1,1,15.0,5.0,toluene,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0
143,C(=O)(N(=O)(=O))C(=O)C1(C)OOC(C1(=O))C(=O)(OO),RSTUKKVGMPQGGM-UHFFFAOYSA-N,0.019364351800000002,17.80325472,-2827779.8803151203,91.564748,262.99134536,23,7,10,1,1,29.0,17.0,toluene,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0
144,C(=O)(N(=O)(=O))C(=O)C1(C)OOC(C1(=O))C(=O)(OON(=O)(=O)),FIODCNZVCSVKTN-UHFFFAOYSA-N,2.7439999999999998,14.75127776,-3364951.1564306403,74.98138032,307.976423568,25,7,12,2,0,16.0,16.0,toluene,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0
145,C(=O)(N(=O)(=O))C(=O)C1(C)OOC(C1(O)(O))C(=O),RBVUYYWMVCSVJZ-UHFFFAOYSA-N,0.00637090654,13.66544608,-2633533.8142154403,93.57917664000001,249.01208080400002,24,7,9,1,2,64.0,19.0,toluene,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0
146,C(=O)(N(=O)(=O))C(=O)C1(C)OOC(C1(O))C(=O),RDAVONOPGUCZTG-UHFFFAOYSA-N,0.0159680338,12.2505428,-2435909.61362808,91.19609576,233.01716618400002,23,7,8,1,1,36.0,35.0,toluene,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
147,C(=O)(N(=O)(=O))C(=O)C1(C)OOC(OO)(C1(=O))C(=O),ZPPXALQIHCWMJH-UHFFFAOYSA-N,0.308885451,15.738659920000002,-2827686.49192888,82.32070208,262.99134536,23,7,10,1,1,15.0,8.0,toluene,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0
149,C(=O)(N(=O)(=O))C(=O)C1(O)OOC(ON(=O)(=O))(C(=O))C1(O)C,JOJHQCWMKGXJBR-UHFFFAOYSA-N,0.0016680164400000002,12.49660384,-3368274.83674408,105.37211536,309.992073632,27,7,12,2,2,50.0,2.0,toluene,0,0,2,1,1,0,0,0,1,1,0,0,1,0,0,0
150,C(=O)(N(=O)(=O))C(=O)C1(O)OOC(OO)(C(=O))C1(O)C,FMFGLXHNLYMHRM-UHFFFAOYSA-N,22.488000000000003,17.845303920000003,-3028480.9229979203,69.72485376,281.00191004400006,26,7,11,1,3,151.0,3.0,toluene,0,0,2,1,1,0,0,0,0,1,0,0,1,1,0,0
153,C(=O)(N(=O)(=O))C(=O)C1OC1C(=O)C(OO),HDCSCZXEAAOFMN-UHFFFAOYSA-N,0.0249530833,18.374036,-2332547.35555336,90.4097548,219.00151612000002,20,6,8,1,1,47.0,30.0,toluene,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0
154,C(=O)(N(=O)(=O))C(=O)C1OOC(C1(=O))C(=O),JVGUPZSMDSCTRN-UHFFFAOYSA-N,8.741999999999999,22.36456784,-2329435.5869321595,67.0598968,216.98586605600002,18,6,8,1,0,10.0,10.0,toluene,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0
155,C(=O)(N(=O)(=O))C(=O)C1OOC(C1(=O))C(=O)(O),LBWCBNBZXMZQDK-UHFFFAOYSA-N,0.124380873,20.33562072,-2527141.9117828,87.98922712000001,232.98078067600002,19,6,9,1,1,17.0,7.0,toluene,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0
156,C(=O)(N(=O)(=O))C(=O)C1OOC(C1(=O))C(=O)(OO),HNXRQQWJDPXSPZ-UHFFFAOYSA-N,0.020328394,22.1655768,-2724492.6359212003,93.5199312,248.97569529600003,20,6,10,1,1,16.0,7.0,toluene,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0
157,C(=O)(N(=O)(=O))C(=O)C1OOC(C1(=O))C(=O)(OON(=O)(=O)),ZRWCGTFSWLVCID-UHFFFAOYSA-N,13.935999999999998,18.9355288,-3261664.7788360002,69.64874680000001,293.960773504,22,6,12,2,0,11.0,11.0,toluene,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0
158,C(=O)(N(=O)(=O))C(=O)C1OOC(C1(=O))C(=O)C(ON(=O)(=O)),GKVBKAOTFJFQDM-UHFFFAOYSA-N,3.653,19.25803152,-3167504.0889560003,74.00809824,291.981508948,24,7,11,2,0,38.0,38.0,toluene,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0
159,C(=O)(N(=O)(=O))C(=O)C1OOC(C1(O)(O))C(=O),JYPNUHLPWMNGRB-UHFFFAOYSA-N,6.031370940000001e-05,14.126941279999999,-2530254.10353192,113.92567576000002,234.99643074000002,21,6,9,1,2,51.0,18.0,toluene,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0
160,C(=O)(N(=O)(=O))C(=O)C1OOC(C1(O)(OO))C(=O),FSGGQHSGBBWEPS-UHFFFAOYSA-N,0.000520053679,15.24867168,-2727617.2802166403,106.29606808000001,250.99134536000003,22,6,10,1,2,115.0,40.0,toluene,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
161,C(=O)(N(=O)(=O))C(=O)C1OOC(C1(O))C(=O),MBRQBIVSUITCJA-UHFFFAOYSA-N,0.021110539,14.669062160000001,-2332622.09016136,89.92512208000001,219.00151612000002,20,6,8,1,1,34.0,32.0,toluene,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
162,C(=O)(N(=O)(=O))C(=O)C1OOC(C1(O))C(=O)C(ON(=O)(=O)),OHTDIEHKMMIVFO-UHFFFAOYSA-N,0.00042425434800000007,17.55639872,-3170692.52925168,110.0184892,293.997159012,26,7,11,2,1,149.0,40.0,toluene,0,0,1,0,2,0,0,0,1,1,0,0,1,0,0,0
164,C(=O)(N(=O)(=O))C(=O)C1OOC(OO)(C1(O))C(=O)(OON(=O)(=O)),QTOAVUKEAVBZEI-UHFFFAOYSA-N,0.0207743114,15.108800560000002,-3659842.37259544,96.65165520000001,327.966252808,26,6,14,2,2,133.0,40.0,toluene,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0
165,C(=O)(N(=O)(=O))C(=O)CC(=O)(O),NFZZHXAXZOHHDE-UHFFFAOYSA-N,0.41028483299999996,21.76738552,-1734415.56034968,76.542096,160.99603681600001,14,4,6,1,1,12.0,8.0,toluene,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
166,C(=O)(N(=O)(=O))C(=O)CC(=O)(OO),FZVWIXHSVFWYMH-UHFFFAOYSA-N,0.13005512,22.98003424,-1931766.2906803999,80.91998256,176.99095143600002,15,4,7,1,1,13.0,8.0,toluene,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
167,C(=O)(N(=O)(=O))C(=O)CC(=O)C(=O)C(=O)(O),VOKZRQXNHCQBHK-UHFFFAOYSA-N,0.178826178,20.697913279999998,-2329750.3078724,85.25155224000001,216.98586605600002,18,6,8,1,1,40.0,20.0,toluene,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0
168,C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(C(OO))C(=O)(OON(=O)(=O)),RMXQWWFXJVETPV-UHFFFAOYSA-N,0.00629409148,19.91450112,-3565748.48450128,102.6686656,325.98698825199995,28,7,13,2,2,415.0,40.0,toluene,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,0
169,C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(C)C(=O)(O),PREATCBYSINRHX-UHFFFAOYSA-N,0.0013733853999999999,16.859846400000002,-2436254.19577632,102.86468599999999,233.01716618400002,23,7,8,1,2,127.0,10.0,toluene,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0
170,C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(C)C(=O)(OO),KUPZDRAFXXGYPW-UHFFFAOYSA-N,0.0008724709019999998,20.40938464,-2633613.074196,105.46315919999999,249.01208080400002,24,7,9,1,2,142.0,12.0,toluene,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0
171,C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(C)C(=O)(OON(=O)(=O)),DJJGCLGTNCSOET-UHFFFAOYSA-N,0.40307198799999994,17.5307508,-3170787.52747376,83.43699328,293.997159012,26,7,11,2,1,112.0,40.0,toluene,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0
172,C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(O)C(=O)(O),VYWCGRCJDDHGOB-UHFFFAOYSA-N,0.102744569,20.25482768,-2530588.86574848,93.87331184000001,234.99643074000002,21,6,9,1,3,132.0,3.0,toluene,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0
173,C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(O)C(=O)(OO),HSAZQSAYJGDVGT-UHFFFAOYSA-N,4.34072564e-08,21.722407520000004,-2727940.69316584,121.24006088000002,250.99134536000003,22,6,10,1,3,144.0,1.0,toluene,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0
174,C(=O)(N(=O)(=O))C(=O)CC(=O)C(O)(O)C(=O)(OON(=O)(=O)),SOKSXBSRIKOSGR-UHFFFAOYSA-N,4.413,20.71259912,-3265114.68461368,78.35401904000001,295.976423568,24,6,12,2,2,146.0,9.0,toluene,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0
175,C(=O)(N(=O)(=O))C(=O)CC(=O)C(OO),IUXVDRASUWALMT-UHFFFAOYSA-N,0.0610175251,21.364842879999998,-2034975.61581472,85.32857968,191.00660150000002,18,5,7,1,1,46.0,25.0,toluene,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0
176,C(=O)(N(=O)(=O))C(=O)CC(=O)OOC(=O),NBLXOGSIDSOADV-UHFFFAOYSA-N,4.5089999999999995,22.576822160000003,-2229480.23688048,70.80809136,204.98586605600002,17,5,8,1,0,8.0,8.0,toluene,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0
177,C(=O)(N(=O)(=O))C(=O)CC(=O)OOC(=O)C(=O),IXLOQKKRFAQOAI-UHFFFAOYSA-N,0.689735251,23.590438000000002,-2527134.70354576,77.96494888000001,232.98078067600002,19,6,9,1,0,13.0,13.0,toluene,0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0
