Num,Volume,Overall_surface,Fast_dis,Radius,Lengh_X,Lengh_Y,Lengh_Z,Mulliken,Hardness,Ele_ind,Softness,Nuc_ind,Dipole X,Dipole Y,Dipole Z,Dipole Tot,HOMO(a.u.),HOMO(eV),LUMO(a.u.),LUMO(eV),gap(a.u.),gap(eV),Cavity surface area,Cavity volume,1_Ele,2_Ele,3_Ele,4_Ele,5_Ele,1_Nuc,2_Nuc,3_Nuc,4_Nuc,5_Nuc,1_Population,1_Net charge,1_Effective V,1_polarizabilities,1_Isotropic,1_Anisotropy,2_Population,2_Net charge,2_Effective V,2_polarizabilities,2_Isotropic,2_Anisotropy,3_Population,3_Net charge,3_Effective V,3_polarizabilities,3_Isotropic,3_Anisotropy,4_Population,4_Net charge,4_Effective V,4_polarizabilities,4_Isotropic,4_Anisotropy,5_Population,5_Net charge,5_Effective V,5_polarizabilities,5_Isotropic,5_Anisotropy,1_NBO,2_NBO,3_NBO,4_NBO,5_NBO,Volume (right),Overall_surface (right),Fast_dis (right),Radius (right),Lengh_X (right),Lengh_Y (right),Lengh_Z (right),Mulliken (right),Hardness (right),Ele_ind (right),Softness (right),Nuc_ind (right),Dipole X (right),Dipole Y (right),Dipole Z (right),Dipole Tot (right),HOMO(a.u.) (right),HOMO(eV) (right),LUMO(a.u.) (right),LUMO(eV) (right),gap(a.u.) (right),gap(eV) (right),Temp (K),∆∆G (Kcal/mol)
27,2624.16316,1391.87963,15.145,8.772,17.167,10.614,8.082,0.133239,0.285924,0.031044,3.497435,0.10259,0,2.4962,0.0001,2.4962,-0.232608,-6.329583,-0.047794,-1.300541,0.184814,5.029043,404.798,400.475,0.02468,0.01239,0.00783,0.00986,0.03879,0.05427,0.06246,0.02052,0.02356,0.10901,5.46947809,0.53052191,30.189,11.303,35.0538,63.3184,8.52726661,-0.52726661,20.087,5.346,137.9624,163.3402,5.89095571,0.10904429,29.255,10.953,107.2619,54.6721,6.13755713,-0.13755713,29.695,11.118,110.9822,39.8533,7.42560722,-0.42560722,24.936,7.32,20.2417,278.0535,-0.88929,-0.16093,0.83518,-0.60417,-0.71449,1655.89544,920.2488,10.707,6.554,13.044,7.943,7.025,0.130974,0.335219,0.025587,2.983129,0.094551,0.3567,-1.35,-3.008,3.3163,-0.240649,-6.548383,-0.024648,-0.67071,0.216001,5.877674,303.15,0.0827415824099071
28,2791.92491,1468.47007,15.957,9.179,18.082,10.689,9.093,0.133654,0.277831,0.032148,3.599306,0.107215,0.2189,-0.1578,0.0196,0.2706,-0.227982,-6.2037,-0.050974,-1.387079,0.177008,4.816621,436.028,422.837,0.0258,0.01365,0.01043,0.00977,0.04107,0.05211,0.08686,0.03079,0.04428,0.15039,5.45684752,0.54315248,30.341,11.36,32.2808,66.2553,8.48131198,-0.48131198,20.247,5.388,162.7875,161.2346,6.05764221,-0.05764221,28.457,10.655,121.5157,72.3096,6.01798996,-0.01798996,29.686,11.115,123.2157,46.8326,7.48443813,-0.48443813,24.758,7.268,25.1969,263.8335,0.74071,-0.53511,-0.12233,-0.10089,-0.5793,1655.89544,920.2488,10.707,6.554,13.044,7.943,7.025,0.130974,0.335219,0.025587,2.983129,0.094551,0.3567,-1.35,-3.008,3.3163,-0.240649,-6.548383,-0.024648,-0.67071,0.216001,5.877674,303.15,0.0155386821732972
29,2975.38541,1430.91877,12.381,7.391,14.664,11.048,8.538,0.119429,0.326094,0.02187,3.066601,0.102034,0.9571,0.8598,-0.1227,1.2924,-0.233164,-6.344707,-0.004691,-0.127649,0.228473,6.217058,429.692,436.01,0.01985,0.00564,0.00329,0.0043,0.02141,0.06777,0.10652,0.0281,0.03935,0.14916,5.42993541,0.57006459,30.556,11.441,29.5235,69.4069,8.50238948,-0.50238948,20.101,5.349,156.452,189.8135,6.06321213,-0.06321213,28.735,10.759,122.5412,67.4377,6.02843156,-0.02843156,29.816,11.163,120.6975,57.6555,7.46619663,-0.46619663,24.655,7.237,25.6974,261.8551,0.60226,-0.54499,-0.12079,-0.10902,-0.52462,1655.89544,920.2488,10.707,6.554,13.044,7.943,7.025,0.130974,0.335219,0.025587,2.983129,0.094551,0.3567,-1.35,-3.008,3.3163,-0.240649,-6.548383,-0.024648,-0.67071,0.216001,5.877674,303.15,0.0354309320427427
30,2973.94727,1536.50489,18.247,10.323,20.541,9.94,6.823,0.13538,0.273158,0.033548,3.660884,0.10967,0,0,0.1652,0.1652,-0.225526,-6.136864,-0.052472,-1.427842,0.173053,4.709022,459.882,446.765,0.00969,0.00415,0.00721,0.00671,0.02746,0.06097,0.09759,0.03384,0.03738,0.19602,5.46657577,0.53342423,30.137,11.284,33.3214,64.0377,8.49586625,-0.49586625,20.269,5.394,163.7808,162.3361,6.06169178,-0.06169178,28.526,10.68,122.1501,76.1374,6.00850625,-0.00850625,30.01,11.236,114.1899,42.921,7.48791371,-0.48791371,24.587,7.217,26.3438,268.8244,-1.12107,-0.22288,-0.08115,-0.2151,-0.23316,1655.89544,920.2488,10.707,6.554,13.044,7.943,7.025,0.130974,0.335219,0.025587,2.983129,0.094551,0.3567,-1.35,-3.008,3.3163,-0.240649,-6.548383,-0.024648,-0.67071,0.216001,5.877674,303.15,0.0461653321425953
31,3179.60815,1546.31866,13.129,7.764,15.237,12.299,8.572,0.112074,0.324154,0.019375,3.084955,0.110257,-1.2621,-0.9635,-1.5661,2.2303,-0.22494,-6.120927,0.000393,0.010708,0.225333,6.131635,470.419,464.058,-0.00218,0.00033,0.00335,0.0019,0.00164,0.02692,0.09585,0.03088,0.02602,0.12186,5.40763026,0.59236974,30.523,11.428,28.611,71.7064,8.49667998,-0.49667998,20.224,5.382,140.4278,168.3653,6.0610582,-0.0610582,28.667,10.733,119.6434,68.3867,6.00139831,-0.00139831,29.889,11.191,116.5678,48.7328,7.50128482,-0.50128482,24.239,7.115,29.9744,250.9362,0.60863,-0.54441,-0.12027,-0.10527,-0.53285,1655.89544,920.2488,10.707,6.554,13.044,7.943,7.025,0.130974,0.335219,0.025587,2.983129,0.094551,0.3567,-1.35,-3.008,3.3163,-0.240649,-6.548383,-0.024648,-0.67071,0.216001,5.877674,303.15,0.205988225389152
32,3501.55894,1643.11946,14.13,8.265,16.09,11.551,8.26,0.117428,0.302183,0.022816,3.30925,0.111234,-0.0002,-1.9229,0,1.9229,-0.223963,-6.094356,-0.010299,-0.280243,0.213665,5.814113,500.15,516.779,0.00597,0.0027,0.00467,0.00422,0.00959,0.01807,0.02521,0.01107,0.01741,0.04996,5.40416043,0.59583957,30.364,11.369,25.3343,75.633,8.50599926,-0.50599926,20.08,5.344,125.1608,140.3716,5.99735814,0.00264186,29.592,11.079,103.5344,57.8349,6.08386191,-0.08386191,29.858,11.179,116.4337,47.9995,7.49180203,-0.49180203,24.515,7.197,37.9616,242.0411,0.58615,-0.54467,0.08279,-0.11002,-0.51125,1655.89544,920.2488,10.707,6.554,13.044,7.943,7.025,0.130974,0.335219,0.025587,2.983129,0.094551,0.3567,-1.35,-3.008,3.3163,-0.240649,-6.548383,-0.024648,-0.67071,0.216001,5.877674,303.15,0.581814378573182
33,3522.44351,1686.07826,14.467,8.434,15.971,10.869,8.826,0.121133,0.308602,0.023774,3.240423,0.104387,-0.6744,1.9045,-2.8148,3.4648,-0.230811,-6.280687,-0.01021,-0.277821,0.220601,6.002866,499.497,525.504,0.01087,0.00573,0.00468,0.00673,0.00905,0.03586,0.05562,0.02046,0.02333,0.08483,5.43023237,0.56976763,30.491,11.416,27.4883,77.3438,8.50189458,-0.50189458,20.073,5.342,123.7888,151.4929,5.89887787,0.10112213,29.285,10.965,107.1091,50.543,6.1363232,-0.1363232,29.737,11.134,112.6652,34.6237,7.44864382,-0.44864382,24.834,7.29,31.3566,256.3969,0.59226,-0.55505,-0.11577,-0.11745,-0.50278,1655.89544,920.2488,10.707,6.554,13.044,7.943,7.025,0.130974,0.335219,0.025587,2.983129,0.094551,0.3567,-1.35,-3.008,3.3163,-0.240649,-6.548383,-0.024648,-0.67071,0.216001,5.877674,303.15,0.484897713569231
34,3684.55067,1889.12929,18.42,10.41,20.475,11.962,10.323,0.129855,0.26067,0.032344,3.83627,0.121181,2.6488,-1.7511,-0.9027,3.3011,-0.214019,-5.823746,-0.052655,-1.432808,0.161364,4.390938,561.241,545.376,0.02143,0.03879,0.00795,0.00603,0.01522,0.0762,0.23006,0.03364,0.03007,0.20742,5.51974831,0.48025169,30.46,11.405,32.5448,88.9462,7.50791069,-0.50791069,24.912,7.313,42.7128,265.2695,6.08913457,-0.08913457,30.164,11.294,108.0095,34.3816,6.06468069,-0.06468069,29.837,11.171,119.9911,20.8218,7.62572504,-0.62572504,23.406,6.871,160.5099,84.0503,-0.6942,-0.06622,-0.47018,-0.05899,-0.21201,1655.89544,920.2488,10.707,6.554,13.044,7.943,7.025,0.130974,0.335219,0.025587,2.983129,0.094551,0.3567,-1.35,-3.008,3.3163,-0.240649,-6.548383,-0.024648,-0.67071,0.216001,5.877674,303.15,0.0357211252934368
35,3622.49255,1827.36274,18.158,10.279,20.439,11.421,8.745,0.1357,0.265395,0.034692,3.76797,0.105746,0.0001,-0.2241,0,0.2241,-0.229449,-6.243629,-0.057252,-1.557915,0.172197,4.685715,543.795,542.422,0.03151,0.01454,0.00743,0.00967,0.0487,0.03439,0.04881,0.01589,0.01857,0.08237,5.47445112,0.52554888,30.165,11.294,30.5251,66.8145,8.49276294,-0.49276294,20.184,5.371,150.5944,138.5679,5.97594632,0.02405368,29.489,11.041,105.2061,63.5928,6.0950377,-0.0950377,29.931,11.206,113.5285,44.614,7.47316188,-0.47316188,24.69,7.248,25.6972,254.0697,0.74805,-0.53724,-0.11689,-0.10126,-0.57654,1655.89544,920.2488,10.707,6.554,13.044,7.943,7.025,0.130974,0.335219,0.025587,2.983129,0.094551,0.3567,-1.35,-3.008,3.3163,-0.240649,-6.548383,-0.024648,-0.67071,0.216001,5.877674,303.15,0.141561339378829
36,1700.44509,959.36425,11.141,6.771,13.261,9.747,6.133,0.137917,0.307056,0.030973,3.25673,0.099523,0,2.1029,0,2.1029,-0.235673,-6.413001,-0.046828,-1.27426,0.188845,5.138741,282.188,265.302,0.02626,0.01483,0.0122,0.01121,0.04449,0.09924,0.14226,0.049,0.04963,0.24703,5.48106507,0.51893493,30.131,11.281,35.9856,65.4193,8.51880534,-0.51880534,20.1,5.349,162.5997,189.4251,6.05376213,-0.05376213,28.263,10.582,118.3757,63.9176,6.01551095,-0.01551095,29.498,11.045,125.2084,54.7181,7.4331761,-0.4331761,24.887,7.306,18.1008,278.4286,0.73928,-0.55506,-0.11905,-0.10268,-0.53712,1655.89544,920.2488,10.707,6.554,13.044,7.943,7.025,0.130974,0.335219,0.025587,2.983129,0.094551,0.3567,-1.35,-3.008,3.3163,-0.240649,-6.548383,-0.024648,-0.67071,0.216001,5.877674,303.15,0.0222386068425526
37,1408.19985,784.3679,10.413,6.406,12.803,6.955,6.36,0.138697,0.321288,0.029937,3.112471,0.101457,0.1834,-1.0916,-0.2191,1.1284,-0.233741,-6.360409,-0.045638,-1.241861,0.188103,5.118548,232.443,213.365,0.0538,0.02451,0.01419,0.01356,0.0712,0.15768,0.25007,0.06832,0.07462,0.39802,5.46645488,0.53354512,30.179,11.299,33.0626,62.1941,8.48894184,-0.48894184,20.266,5.393,165.1293,159.9284,6.06175553,-0.06175553,28.48,10.663,123.7103,77.986,6.01228605,-0.01228605,29.857,11.179,118.7093,50.7265,7.48290002,-0.48290002,24.732,7.26,25.1943,261.312,0.5509,-0.51531,-0.12369,-0.10716,-0.5249,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.310759854077367
38,1534.2557,832.81432,10.441,6.42,12.823,7.323,6.474,0.138821,0.318992,0.030206,3.134872,0.101351,-0.2821,1.074,-0.1017,1.1151,-0.233846,-6.363268,-0.046246,-1.258412,0.1876,5.104857,248.888,230.783,0.05433,0.02455,0.0138,0.01263,0.06983,0.15556,0.24731,0.06644,0.07304,0.385,5.46099944,0.53900056,30.142,11.286,33.0583,62.8539,8.49030217,-0.49030217,20.261,5.392,163.8261,161.3844,6.06170961,-0.06170961,28.511,10.675,122.1042,75.7415,6.00873029,-0.00873029,30.012,11.237,114.464,42.4698,7.48856777,-0.48856777,24.591,7.219,27.4006,266.9276,0.54223,-0.52021,-0.12381,-0.12439,-0.49998,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.139263567976042
39,1566.73719,872.03087,11.805,7.102,14.072,7.944,5.701,0.138478,0.309923,0.030937,3.226606,0.099379,0.1867,-0.8685,-0.4692,1.0047,-0.235819,-6.416973,-0.048861,-1.329588,0.186958,5.087385,256.728,240.492,0.05456,0.02493,0.01332,0.01365,0.06868,0.11012,0.16118,0.05803,0.05212,0.22088,5.46581762,0.53418238,30.085,11.264,30.1567,66.2975,8.48306392,-0.48306392,20.242,5.387,164.2496,170.0595,6.05145693,-0.05145693,28.292,10.593,114.657,68.4834,6.1016418,-0.1016418,29.734,11.133,119.2416,49.8926,7.47824111,-0.47824111,24.684,7.246,31.2877,253.5974,0.54174,-0.55397,-0.11738,-0.11535,-0.47845,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.0995844438847993
40,1613.37485,886.83442,10.744,6.572,13.101,8.067,6.945,0.137398,0.308911,0.030556,3.237176,0.101032,-0.7151,2.2117,-1.1708,2.6026,-0.234165,-6.371964,-0.046821,-1.274073,0.187344,5.09789,257.68,246.377,0.05016,0.01991,0.01004,0.01435,0.06505,0.11929,0.13069,0.03375,0.04244,0.25264,5.46437047,0.53562953,30.241,11.322,34.5299,62.9592,8.5257303,-0.5257303,20.084,5.345,138.8743,161.6795,5.89129042,0.10870958,29.254,10.953,107.3688,54.5075,6.13716431,-0.13716431,29.717,11.126,111.0733,39.1121,7.43240552,-0.43240552,25.006,7.34,23.1233,273.9292,0.53481,-0.55733,0.07199,-0.09859,-0.4589,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.280600767212886
41,1695.68021,936.20571,12.139,7.27,14.514,9.033,5.413,0.135062,0.303012,0.030101,3.300202,0.106782,2.4299,1.6491,0.2642,2.9485,-0.228416,-6.215506,-0.049231,-1.339647,0.179185,4.875859,274.187,257.928,0.051,0.0219,0.01358,0.01274,0.06736,0.11223,0.14665,0.04985,0.05339,0.17104,5.46899556,0.53100444,30.1,11.27,35.1301,64.0179,8.51659171,-0.51659171,20.089,5.346,163.8284,180.7852,6.05459278,-0.05459278,28.265,10.583,118.8229,68.0083,6.01952179,-0.01952179,29.633,11.095,119.3093,42.6049,7.44340178,-0.44340178,24.621,7.227,22.7506,283.9435,0.54283,-0.56228,0.26296,-0.08291,-0.45815,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.249026300310423
42,1737.21383,929.25579,9.718,6.059,11.969,9.448,6.564,0.143987,0.279596,0.037076,3.576594,0.110534,-0.2742,1.3026,0.1194,1.3365,-0.224663,-6.113383,-0.064886,-1.765648,0.159776,4.347735,273.041,260.263,0.0381,0.02012,0.01474,0.01267,0.05555,0.07818,0.12623,0.05043,0.05241,0.24918,5.4243573,0.5756427,30.145,11.287,32.4955,63.2531,8.48420656,-0.48420656,20.319,5.407,155.881,169.9652,6.06423761,-0.06423761,28.391,10.63,121.4543,66.7721,6.01264083,-0.01264083,29.763,11.144,117.437,39.3584,7.50421249,-0.50421249,24.313,7.137,22.5498,276.9958,0.55251,-0.52758,-0.12174,-0.11141,-0.51741,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.380082691198526
43,1742.86717,944.64103,12.614,7.507,14.999,7.883,6.638,0.14418,0.286899,0.036229,3.485546,0.104359,-0.2779,0.783,0.0697,0.8338,-0.230839,-6.281436,-0.060749,-1.653062,0.17009,4.628374,279.256,262.198,0.03462,0.01569,0.01282,0.01269,0.06284,0.1055,0.15405,0.05013,0.05734,0.30437,5.46753806,0.53246194,30.172,11.297,32.7203,62.2693,8.49073485,-0.49073485,20.269,5.394,166.0527,159.7826,6.06167248,-0.06167248,28.479,10.663,123.6109,78.4683,6.01225458,-0.01225458,29.847,11.175,118.5024,50.8036,7.48164554,-0.48164554,24.708,7.253,19.5072,268.3687,0.55725,-0.50968,-0.11707,-0.11848,-0.51948,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.160571864105423
44,1868.95262,993.10977,12.636,7.518,15.012,7.84,6.615,0.144339,0.2855,0.036486,3.502623,0.104143,-0.4353,0.7619,0.0641,0.8798,-0.231054,-6.2873,-0.061198,-1.665278,0.169856,4.622021,295.846,279.632,0.03504,0.01562,0.01246,0.01181,0.06195,0.10552,0.15482,0.04904,0.05624,0.29877,5.46208829,0.53791171,30.137,11.284,32.7296,63.4849,8.49207273,-0.49207273,20.263,5.392,164.7913,161.251,6.06167536,-0.06167536,28.511,10.675,121.9509,76.2841,6.00867806,-0.00867806,30.005,11.234,114.2312,42.5976,7.48741418,-0.48741418,24.568,7.212,21.5682,274.0917,0.5512,-0.51486,-0.11717,-0.11788,-0.51348,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.386969774557969
45,1620.13848,901.01744,11.574,7.122,14.027,6.641,6.317,0.155368,0.310046,0.038929,3.225333,0.090161,-2.6996,-0.8879,-0.4455,2.8766,-0.245037,-6.667791,-0.066342,-1.805252,0.178695,4.862539,278.702,257.784,0.05758,0.028,0.01727,0.01639,0.085,0.14796,0.23994,0.06335,0.06855,0.35431,5.46118259,0.53881741,30.115,11.275,33.6761,61.9623,8.48911712,-0.48911712,20.245,5.388,164.3686,159.2753,6.06311629,-0.06311629,28.434,10.646,123.3691,79.0008,6.01438236,-0.01438236,29.819,11.165,118.494,50.9348,7.47933268,-0.47933268,24.679,7.245,17.7652,271.9768,0.54179,-0.55453,0.07952,-0.10205,-0.45917,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.31104026918868
46,2086.71478,1087.73736,11.698,7.049,13.894,8.288,6.591,0.108642,0.38197,0.01545,2.618008,0.095914,0.684,-0.5007,-0.9908,1.3039,-0.239283,-6.511216,0.020222,0.550277,0.259505,7.061493,328.287,310.459,0.03573,0.0137,0.00654,0.00661,0.03712,0.09065,0.21938,0.05645,0.05188,0.24014,5.43280067,0.56719933,30.239,11.322,34.0355,68.544,8.48862398,-0.48862398,20.172,5.368,156.4229,180.81,6.06193926,-0.06193926,28.595,10.706,121.9815,74.9668,6.01530173,-0.01530173,30.011,11.237,114.5184,44.2359,7.4609057,-0.4609057,24.71,7.254,28.135,250.1751,0.50976,-0.5202,-0.12133,-0.10761,-0.46824,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.0952654961865838
47,2088.31026,1114.34481,11.888,7.144,14.098,9.102,6.696,0.105176,0.382276,0.014469,2.615908,0.099869,1.0284,-0.2977,0.813,1.3443,-0.235329,-6.403622,0.025551,0.695284,0.26088,7.098905,329.029,308.565,0.02981,0.01206,0.0062,0.00628,0.03218,0.09321,0.24214,0.06305,0.05515,0.26362,5.40066192,0.59933808,30.636,11.471,26.5727,70.2573,8.50048916,-0.50048916,20.202,5.376,158.3822,173.3377,6.06227409,-0.06227409,28.508,10.674,119.3569,69.079,6.01848008,-0.01848008,29.817,11.164,119.3848,38.1521,7.47774029,-0.47774029,24.633,7.231,37.331,262.412,0.52155,-0.52565,-0.12714,-0.13738,-0.46643,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.398322729824182
48,1900.71194,1032.80191,13.74,8.07,16.093,8.41,6.138,0.143543,0.275475,0.037398,3.630097,0.105108,1.307,-1.6317,-1.1002,2.3625,-0.230089,-6.261032,-0.06498,-1.768188,0.165109,4.492845,302.132,288.383,0.03732,0.01846,0.01311,0.01305,0.06106,0.07222,0.10034,0.0459,0.04185,0.14985,5.46875548,0.53124452,30.112,11.274,32.4719,64.9925,8.51410478,-0.51410478,20.067,5.34,159.3665,187.8736,6.04698053,-0.04698053,28.34,10.611,116.1431,68.226,6.10212838,-0.10212838,29.703,11.121,118.6095,54.4663,7.44727221,-0.44727221,24.832,7.29,28.4048,268.8626,0.54353,-0.52402,0.06499,-0.30089,-0.49797,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.027279876354172
49,2033.15062,1095.70155,15.442,8.921,17.809,7.864,6.089,0.141725,0.276896,0.03627,3.611458,0.104739,-0.3504,0.6166,0.1907,0.7344,-0.230458,-6.271078,-0.061422,-1.671385,0.169036,4.599693,323.708,307.741,0.03473,0.0157,0.01196,0.01162,0.05864,0.07891,0.0999,0.03308,0.04612,0.1964,5.47161451,0.52838549,30.135,11.283,31.9784,60.7722,8.48833694,-0.48833694,20.27,5.394,169.7133,164.3732,6.05899283,-0.05899283,28.437,10.647,119.8951,70.0193,6.01411747,-0.01411747,29.814,11.163,119.5768,57.5767,7.47928993,-0.47928993,24.763,7.269,20.3195,266.7812,0.55452,-0.5158,-0.1165,-0.11942,-0.51676,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.0172133136661268
50,1778.02631,989.02268,13.044,7.857,15.686,8.425,5.413,0.153838,0.297524,0.039772,3.361078,0.092714,1.5708,2.4648,-1.3282,3.2104,-0.242484,-6.598314,-0.06975,-1.898007,0.172733,4.700307,302.675,285.555,0.05921,0.02539,0.01651,0.01744,0.08899,0.10552,0.13483,0.05575,0.04831,0.16993,5.46336983,0.53663017,30.06,11.255,33.2726,66.0797,8.51510771,-0.51510771,20.058,5.338,160.7728,186.3978,6.04840459,-0.04840459,28.299,10.595,115.9103,68.7565,6.10469816,-0.10469816,29.67,11.109,118.3497,54.1504,7.44081972,-0.44081972,24.784,7.276,22.0511,278.9212,0.55024,-0.51709,-0.12696,-0.11065,-0.51773,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.230654603024527
51,2346.34359,1174.39479,10.4,6.4,12.781,10.212,6.993,0.105332,0.378722,0.014648,2.640458,0.100527,-0.944,-0.0508,-0.9151,1.3158,-0.234663,-6.385509,0.024245,0.659744,0.258908,7.045253,359.249,342.931,0.03881,0.01717,0.00769,0.00636,0.03239,0.09545,0.20513,0.05579,0.04644,0.19633,5.41759271,0.58240729,30.24,11.322,27.402,69.9946,8.50736747,-0.50736747,20.044,5.334,159.0341,175.5644,6.06089891,-0.06089891,28.516,10.677,122.638,75.6868,6.01087298,-0.01087298,29.976,11.223,114.5748,45.6506,7.47774578,-0.47774578,24.522,7.199,34.8296,243.7604,0.58958,-0.53433,-0.12629,-0.10559,-0.52478,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.154289175282974
52,2213.3654,1187.37848,12.099,7.25,14.366,10.896,7.654,0.137394,0.301137,0.031343,3.320749,0.100408,0.0634,2.0034,-0.0172,2.0044,-0.234789,-6.388922,-0.0476,-1.295252,0.187189,5.09367,352.837,334.365,0.02469,0.01406,0.01139,0.00981,0.04295,0.09462,0.13837,0.04549,0.04751,0.23254,5.4753759,0.5246241,30.189,11.303,35.8097,65.1218,8.52088008,-0.52088008,20.103,5.35,162.6102,179.6473,6.05765207,-0.05765207,28.516,10.677,124.6667,76.6007,6.02036297,-0.02036297,29.819,11.165,117.3202,53.2755,7.44063703,-0.44063703,24.855,7.296,19.0395,280.5322,0.3962,-0.4657,-0.09023,-0.26697,-0.48732,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.153805946914188
53,1913.33125,1062.00322,14.365,8.518,16.8,6.628,6.882,0.141619,0.270503,0.037072,3.696823,0.121169,3.3362,0.6793,-0.1689,3.4088,-0.214028,-5.823986,-0.067754,-1.843686,0.146273,3.980299,325.12,302.547,0.03889,0.03907,0.05293,0.02692,0.06565,0.1328,0.08683,0.15741,0.10116,0.09301,5.49151823,0.50848177,30.169,11.296,35.9469,72.9581,8.42943645,-0.42943645,20.099,5.349,38.3372,281.758,5.95782822,0.04217178,29.073,10.885,56.4876,91.3285,5.76141174,0.23858826,30.348,11.363,50.7288,104.826,7.51435453,-0.51435453,24.821,7.286,-4.7568,349.3402,0.55424,-0.51609,-0.12175,-0.10904,-0.52296,1778.33085,969.57322,11.773,7.087,14.052,8.976,6.585,0.126535,0.325209,0.024616,3.074949,0.106622,0.3479,-0.2153,-3.1394,3.1659,-0.228575,-6.219853,-0.02623,-0.713747,0.202346,5.506106,303.15,0.268006939383851
